,family,father,mother,gender,height,kids,male,female
498,115,69.0,63.5,M,67.0,7,1.0,0.0
499,115,69.0,63.5,M,66.0,7,1.0,0.0
500,115,69.0,63.5,F,65.0,7,0.0,1.0
501,115,69.0,63.5,F,63.0,7,0.0,1.0
502,115,69.0,63.5,F,62.0,7,0.0,1.0
503,115,69.0,63.5,F,61.0,7,0.0,1.0
504,116,69.0,63.5,M,70.5,3,1.0,0.0
505,116,69.0,63.5,F,63.7,3,0.0,1.0
506,116,69.0,63.5,F,63.0,3,0.0,1.0
507,117,69.7,62.0,F,62.5,1,0.0,1.0
508,118,69.5,62.0,M,73.0,3,1.0,0.0
509,118,69.5,62.0,M,72.0,3,1.0,0.0
510,118,69.5,62.0,M,69.0,3,1.0,0.0
511,119,69.0,62.0,M,73.0,5,1.0,0.0
512,119,69.0,62.0,M,71.0,5,1.0,0.0
513,119,69.0,62.0,M,71.0,5,1.0,0.0
514,119,69.0,62.0,M,69.0,5,1.0,0.0
515,119,69.0,62.0,F,63.0,5,0.0,1.0
516,121,69.0,62.5,M,71.0,8,1.0,0.0
517,121,69.0,62.5,M,70.0,8,1.0,0.0
518,121,69.0,62.5,M,70.0,8,1.0,0.0
519,121,69.0,62.5,M,69.0,8,1.0,0.0
520,121,69.0,62.5,F,63.5,8,0.0,1.0
521,121,69.0,62.5,F,62.5,8,0.0,1.0
522,121,69.0,62.5,F,62.5,8,0.0,1.0
523,121,69.0,62.5,F,62.0,8,0.0,1.0
524,122,69.0,62.0,M,72.0,4,1.0,0.0
525,122,69.0,62.0,M,68.0,4,1.0,0.0
526,122,69.0,62.0,F,66.0,4,0.0,1.0
527,122,69.0,62.0,F,66.0,4,0.0,1.0
528,123,69.5,61.0,M,70.0,5,1.0,0.0
529,123,69.5,61.0,M,69.5,5,1.0,0.0
530,123,69.5,61.0,M,69.0,5,1.0,0.0
531,123,69.5,61.0,F,63.0,5,0.0,1.0
532,123,69.5,61.0,F,62.0,5,0.0,1.0
533,124,69.0,61.0,M,68.0,9,1.0,0.0
534,124,69.0,61.0,M,68.0,9,1.0,0.0
535,124,69.0,61.0,M,67.5,9,1.0,0.0
536,124,69.0,61.0,M,64.0,9,1.0,0.0
537,124,69.0,61.0,M,63.0,9,1.0,0.0
538,124,69.0,61.0,M,63.0,9,1.0,0.0
539,124,69.0,61.0,F,63.5,9,0.0,1.0
540,124,69.0,61.0,F,62.0,9,0.0,1.0
541,124,69.0,61.0,F,62.0,9,0.0,1.0
542,125,69.0,60.0,M,70.5,3,1.0,0.0
543,125,69.0,60.0,F,68.0,3,0.0,1.0
544,125,69.0,60.0,F,62.5,3,0.0,1.0
545,126,69.0,60.0,M,69.0,4,1.0,0.0
546,126,69.0,60.0,M,66.0,4,1.0,0.0
547,126,69.0,60.0,F,61.7,4,0.0,1.0
548,126,69.0,60.0,F,60.5,4,0.0,1.0
549,127,69.0,60.5,M,69.5,1,1.0,0.0
550,128,68.7,70.5,M,71.0,2,1.0,0.0
551,128,68.7,70.5,F,61.7,2,0.0,1.0
552,129,68.5,67.0,M,73.0,3,1.0,0.0
553,129,68.5,67.0,M,71.0,3,1.0,0.0
554,129,68.5,67.0,F,67.0,3,0.0,1.0
555,130,68.5,66.5,M,70.0,11,1.0,0.0
556,130,68.5,66.5,M,69.0,11,1.0,0.0
557,130,68.5,66.5,M,69.0,11,1.0,0.0
558,130,68.5,66.5,M,68.7,11,1.0,0.0
559,130,68.5,66.5,M,68.5,11,1.0,0.0
560,130,68.5,66.5,M,68.5,11,1.0,0.0
561,130,68.5,66.5,M,68.0,11,1.0,0.0
562,130,68.5,66.5,M,68.0,11,1.0,0.0
563,130,68.5,66.5,M,68.0,11,1.0,0.0
564,130,68.5,66.5,F,63.2,11,0.0,1.0
565,131,68.0,65.0,M,67.5,2,1.0,0.0
566,131,68.0,65.0,M,66.0,2,1.0,0.0
567,132,68.0,65.5,M,66.0,2,1.0,0.0
568,132,68.0,65.5,F,64.0,2,0.0,1.0
569,133,68.0,65.5,M,71.7,7,1.0,0.0
570,133,68.0,65.5,M,71.5,7,1.0,0.0
571,133,68.0,65.5,M,70.7,7,1.0,0.0
572,133,68.0,65.5,M,65.5,7,1.0,0.0
573,133,68.0,65.5,F,66.5,7,0.0,1.0
574,133,68.0,65.5,F,65.2,7,0.0,1.0
575,133,68.0,65.5,F,61.5,7,0.0,1.0
576,134,68.0,65.0,M,72.0,4,1.0,0.0
577,134,68.0,65.0,M,72.0,4,1.0,0.0
578,134,68.0,65.0,F,68.0,4,0.0,1.0
579,134,68.0,65.0,F,66.0,4,0.0,1.0
580,135,68.5,65.0,M,69.2,8,1.0,0.0
581,135,68.5,65.0,M,68.0,8,1.0,0.0
582,135,68.5,65.0,M,66.0,8,1.0,0.0
583,135,68.5,65.0,M,66.0,8,1.0,0.0
584,135,68.5,65.0,F,62.0,8,0.0,1.0
585,135,68.5,65.0,F,61.5,8,0.0,1.0
586,135,68.5,65.0,F,61.0,8,0.0,1.0
587,135,68.5,65.0,F,60.0,8,0.0,1.0
588,136,68.0,64.0,M,71.0,10,1.0,0.0
589,136,68.0,64.0,M,68.0,10,1.0,0.0
590,136,68.0,64.0,M,68.0,10,1.0,0.0
591,136,68.0,64.0,M,67.0,10,1.0,0.0
592,136,68.0,64.0,F,65.0,10,0.0,1.0
593,136,68.0,64.0,F,64.0,10,0.0,1.0
594,136,68.0,64.0,F,63.0,10,0.0,1.0
595,136,68.0,64.0,F,63.0,10,0.0,1.0
596,136,68.0,64.0,F,62.0,10,0.0,1.0
597,136,68.0,64.0,F,61.0,10,0.0,1.0
598,137,68.0,64.0,M,66.0,4,1.0,0.0
599,137,68.0,64.0,M,63.0,4,1.0,0.0
600,137,68.0,64.0,F,65.5,4,0.0,1.0
601,137,68.0,64.0,F,62.0,4,0.0,1.0
602,138,68.0,64.0,M,71.2,5,1.0,0.0
603,138,68.0,64.0,M,71.2,5,1.0,0.0
604,138,68.0,64.0,M,69.0,5,1.0,0.0
605,138,68.0,64.0,M,68.5,5,1.0,0.0
606,138,68.0,64.0,F,62.5,5,0.0,1.0
607,139,68.0,64.5,F,62.0,1,0.0,1.0
608,140,68.0,64.0,M,69.0,10,1.0,0.0
609,140,68.0,64.0,M,67.0,10,1.0,0.0
610,140,68.0,64.0,M,66.0,10,1.0,0.0
611,140,68.0,64.0,F,66.0,10,0.0,1.0
612,140,68.0,64.0,F,66.0,10,0.0,1.0
613,140,68.0,64.0,F,65.0,10,0.0,1.0
614,140,68.0,64.0,F,65.0,10,0.0,1.0
615,140,68.0,64.0,F,65.0,10,0.0,1.0
616,140,68.0,64.0,F,64.0,10,0.0,1.0
617,140,68.0,64.0,F,63.0,10,0.0,1.0
618,141,68.0,63.0,M,70.5,8,1.0,0.0
619,141,68.0,63.0,M,70.0,8,1.0,0.0
620,141,68.0,63.0,M,68.0,8,1.0,0.0
621,141,68.0,63.0,M,66.0,8,1.0,0.0
622,141,68.0,63.0,M,66.0,8,1.0,0.0
623,141,68.0,63.0,F,66.0,8,0.0,1.0
624,141,68.0,63.0,F,62.0,8,0.0,1.0
625,141,68.0,63.0,F,61.5,8,0.0,1.0
626,142,68.5,63.5,M,73.5,4,1.0,0.0
627,142,68.5,63.5,M,70.0,4,1.0,0.0
628,142,68.5,63.5,M,69.5,4,1.0,0.0
629,142,68.5,63.5,F,65.5,4,0.0,1.0
630,143,68.0,63.0,M,67.0,1,1.0,0.0
631,144,68.0,63.0,M,70.0,4,1.0,0.0
632,144,68.0,63.0,M,68.0,4,1.0,0.0
633,144,68.0,63.0,F,64.5,4,0.0,1.0
634,144,68.0,63.0,F,64.0,4,0.0,1.0
635,145,68.0,63.0,M,71.0,8,1.0,0.0
636,145,68.0,63.0,M,68.0,8,1.0,0.0
637,145,68.0,63.0,M,66.0,8,1.0,0.0
638,145,68.0,63.0,M,65.5,8,1.0,0.0
639,145,68.0,63.0,M,65.0,8,1.0,0.0
640,145,68.0,63.0,F,63.0,8,0.0,1.0
641,145,68.0,63.0,F,62.0,8,0.0,1.0
642,145,68.0,63.0,F,62.0,8,0.0,1.0
643,146,68.0,63.0,M,67.0,6,1.0,0.0
644,146,68.0,63.0,M,67.0,6,1.0,0.0
645,146,68.0,63.0,M,66.0,6,1.0,0.0
646,146,68.0,63.0,F,64.0,6,0.0,1.0
647,146,68.0,63.0,F,63.5,6,0.0,1.0
648,146,68.0,63.0,F,61.0,6,0.0,1.0
649,147,68.5,63.5,M,68.2,1,1.0,0.0
650,148,68.0,63.0,M,70.0,1,1.0,0.0
651,149,68.2,63.5,M,70.0,5,1.0,0.0
652,149,68.2,63.5,M,69.0,5,1.0,0.0
653,149,68.2,63.5,M,67.0,5,1.0,0.0
654,149,68.2,63.5,M,65.5,5,1.0,0.0
655,149,68.2,63.5,F,64.5,5,0.0,1.0
656,150,68.0,62.5,M,68.5,1,1.0,0.0
657,151,68.7,62.0,M,67.7,2,1.0,0.0
658,151,68.7,62.0,F,61.7,2,0.0,1.0
659,152,68.0,62.5,M,66.5,1,1.0,0.0
660,153,68.0,61.0,M,68.5,5,1.0,0.0
661,153,68.0,61.0,M,68.0,5,1.0,0.0
662,153,68.0,61.0,M,64.0,5,1.0,0.0
663,153,68.0,61.0,F,63.5,5,0.0,1.0
664,153,68.0,61.0,F,63.0,5,0.0,1.0
665,154,68.0,60.2,M,66.7,1,1.0,0.0
666,155,68.0,60.0,M,64.0,7,1.0,0.0
667,155,68.0,60.0,F,61.0,7,0.0,1.0
668,155,68.0,60.0,F,61.0,7,0.0,1.0
669,155,68.0,60.0,F,60.0,7,0.0,1.0
670,155,68.0,60.0,F,60.0,7,0.0,1.0
671,155,68.0,60.0,F,60.0,7,0.0,1.0
672,155,68.0,60.0,F,56.0,7,0.0,1.0
673,156,68.0,60.0,M,67.5,4,1.0,0.0
674,156,68.0,60.0,M,67.0,4,1.0,0.0
675,156,68.0,60.0,M,66.5,4,1.0,0.0
676,156,68.0,60.0,F,60.0,4,0.0,1.0
677,157,68.5,59.0,M,69.0,1,1.0,0.0
678,158,68.0,59.0,M,68.0,10,1.0,0.0
679,158,68.0,59.0,M,65.0,10,1.0,0.0
680,158,68.0,59.0,M,64.7,10,1.0,0.0
681,158,68.0,59.0,M,64.0,10,1.0,0.0
682,158,68.0,59.0,M,64.0,10,1.0,0.0
683,158,68.0,59.0,M,63.0,10,1.0,0.0
684,158,68.0,59.0,F,65.0,10,0.0,1.0
685,158,68.0,59.0,F,65.0,10,0.0,1.0
686,158,68.0,59.0,F,62.0,10,0.0,1.0
687,158,68.0,59.0,F,61.0,10,0.0,1.0
688,159,67.0,66.2,M,72.7,5,1.0,0.0
689,159,67.0,66.2,M,72.7,5,1.0,0.0
690,159,67.0,66.2,M,71.5,5,1.0,0.0
691,159,67.0,66.2,F,65.5,5,0.0,1.0
692,159,67.0,66.2,F,63.5,5,0.0,1.0
693,160,67.0,66.5,M,71.0,1,1.0,0.0
694,162,67.0,65.0,M,69.7,6,1.0,0.0
695,162,67.0,65.0,M,67.5,6,1.0,0.0
696,162,67.0,65.0,F,65.5,6,0.0,1.0
697,162,67.0,65.0,F,65.0,6,0.0,1.0
698,162,67.0,65.0,F,64.5,6,0.0,1.0
699,162,67.0,65.0,F,63.5,6,0.0,1.0
700,163,67.0,65.5,M,70.0,5,1.0,0.0
701,163,67.0,65.5,M,69.0,5,1.0,0.0
702,163,67.0,65.5,F,65.5,5,0.0,1.0
703,163,67.0,65.5,F,65.5,5,0.0,1.0
704,163,67.0,65.5,F,63.0,5,0.0,1.0
705,164,67.0,65.5,M,70.0,4,1.0,0.0
706,164,67.0,65.5,M,67.7,4,1.0,0.0
707,164,67.0,65.5,F,63.0,4,0.0,1.0
708,164,67.0,65.5,F,60.0,4,0.0,1.0
709,165,67.0,65.0,M,65.0,3,1.0,0.0
710,165,67.0,65.0,F,62.0,3,0.0,1.0
711,165,67.0,65.0,F,62.0,3,0.0,1.0
712,166,67.5,65.0,M,71.0,11,1.0,0.0
713,166,67.5,65.0,M,69.0,11,1.0,0.0
714,166,67.5,65.0,F,64.0,11,0.0,1.0
715,166,67.5,65.0,F,64.0,11,0.0,1.0
716,166,67.5,65.0,F,63.0,11,0.0,1.0
717,166,67.5,65.0,F,63.0,11,0.0,1.0
718,166,67.5,65.0,F,63.0,11,0.0,1.0
719,166,67.5,65.0,F,63.0,11,0.0,1.0
720,166,67.5,65.0,F,63.0,11,0.0,1.0
721,166,67.5,65.0,F,62.5,11,0.0,1.0
722,166,67.5,65.0,F,62.0,11,0.0,1.0
723,167,67.0,64.0,M,71.5,4,1.0,0.0
724,167,67.0,64.0,M,70.0,4,1.0,0.0
725,167,67.0,64.0,M,67.0,4,1.0,0.0
726,167,67.0,64.0,M,67.0,4,1.0,0.0
727,168,67.0,63.5,M,71.0,8,1.0,0.0
728,168,67.0,63.5,M,70.2,8,1.0,0.0
729,168,67.0,63.5,M,69.2,8,1.0,0.0
730,168,67.0,63.5,M,68.5,8,1.0,0.0
731,168,67.0,63.5,M,68.0,8,1.0,0.0
732,168,67.0,63.5,M,67.0,8,1.0,0.0
733,168,67.0,63.5,M,65.5,8,1.0,0.0
734,168,67.0,63.5,F,63.5,8,0.0,1.0
735,169,67.0,63.0,M,69.0,3,1.0,0.0
736,169,67.0,63.0,M,68.0,3,1.0,0.0
737,169,67.0,63.0,F,63.0,3,0.0,1.0
738,170,67.5,62.0,M,70.0,5,1.0,0.0
739,170,67.5,62.0,M,69.5,5,1.0,0.0
740,170,67.5,62.0,M,69.0,5,1.0,0.0
741,170,67.5,62.0,M,68.5,5,1.0,0.0
742,170,67.5,62.0,F,66.0,5,0.0,1.0
743,171,67.0,61.0,M,67.0,1,1.0,0.0
744,172,66.0,67.0,M,70.5,8,1.0,0.0
745,172,66.0,67.0,M,70.5,8,1.0,0.0
746,172,66.0,67.0,M,67.0,8,1.0,0.0
747,172,66.0,67.0,M,66.0,8,1.0,0.0
748,172,66.0,67.0,M,66.0,8,1.0,0.0
749,172,66.0,67.0,F,62.0,8,0.0,1.0
750,172,66.0,67.0,F,62.0,8,0.0,1.0
751,172,66.0,67.0,F,61.5,8,0.0,1.0
752,173,66.0,67.0,M,72.0,9,1.0,0.0
753,173,66.0,67.0,M,65.0,9,1.0,0.0
754,173,66.0,67.0,M,65.0,9,1.0,0.0
755,173,66.0,67.0,F,67.0,9,0.0,1.0
756,173,66.0,67.0,F,64.0,9,0.0,1.0
757,173,66.0,67.0,F,64.0,9,0.0,1.0
758,173,66.0,67.0,F,62.0,9,0.0,1.0
759,173,66.0,67.0,F,60.0,9,0.0,1.0
760,173,66.0,67.0,F,60.0,9,0.0,1.0
761,174,66.0,66.0,M,66.0,5,1.0,0.0
762,174,66.0,66.0,M,65.0,5,1.0,0.0
763,174,66.0,66.0,F,67.0,5,0.0,1.0
764,174,66.0,66.0,F,66.5,5,0.0,1.0
765,174,66.0,66.0,F,65.5,5,0.0,1.0
766,175,66.0,66.0,M,72.0,6,1.0,0.0
767,175,66.0,66.0,M,68.0,6,1.0,0.0
768,175,66.0,66.0,F,66.0,6,0.0,1.0
769,175,66.0,66.0,F,65.0,6,0.0,1.0
770,175,66.0,66.0,F,62.0,6,0.0,1.0
771,175,66.0,66.0,F,61.0,6,0.0,1.0
772,176,66.5,65.0,M,68.7,8,1.0,0.0
773,176,66.5,65.0,M,68.5,8,1.0,0.0
774,176,66.5,65.0,M,66.5,8,1.0,0.0
775,176,66.5,65.0,M,64.5,8,1.0,0.0
776,176,66.5,65.0,F,62.5,8,0.0,1.0
777,176,66.5,65.0,F,60.5,8,0.0,1.0
778,176,66.5,65.0,F,60.5,8,0.0,1.0
779,176,66.5,65.0,F,57.5,8,0.0,1.0
780,177,66.0,65.5,M,72.0,5,1.0,0.0
781,177,66.0,65.5,M,71.0,5,1.0,0.0
782,177,66.0,65.5,M,67.0,5,1.0,0.0
783,177,66.0,65.5,F,66.0,5,0.0,1.0
784,177,66.0,65.5,F,65.0,5,0.0,1.0
785,178,66.0,63.0,M,70.0,1,1.0,0.0
786,179,66.0,63.5,F,64.5,2,0.0,1.0
787,179,66.0,63.5,F,62.0,2,0.0,1.0
788,180,66.5,63.0,M,67.2,6,1.0,0.0
789,180,66.5,63.0,M,67.0,6,1.0,0.0
790,180,66.5,63.0,M,65.0,6,1.0,0.0
791,180,66.5,63.0,F,65.0,6,0.0,1.0
792,180,66.5,63.0,F,65.0,6,0.0,1.0
793,180,66.5,63.0,F,63.0,6,0.0,1.0
794,181,66.5,62.5,M,70.0,7,1.0,0.0
795,181,66.5,62.5,M,68.0,7,1.0,0.0
796,181,66.5,62.5,F,63.5,7,0.0,1.0
797,181,66.5,62.5,F,62.5,7,0.0,1.0
798,181,66.5,62.5,F,62.5,7,0.0,1.0
799,181,66.5,62.5,F,62.5,7,0.0,1.0
800,181,66.5,62.5,F,62.5,7,0.0,1.0
801,182,66.0,61.5,M,70.0,1,1.0,0.0
802,183,66.0,60.0,M,68.0,4,1.0,0.0
803,183,66.0,60.0,M,67.0,4,1.0,0.0
804,183,66.0,60.0,M,65.0,4,1.0,0.0
805,183,66.0,60.0,F,60.0,4,0.0,1.0
806,184,66.0,60.0,M,65.0,1,1.0,0.0
807,185,66.0,59.0,M,68.0,15,1.0,0.0
808,185,66.0,59.0,M,67.0,15,1.0,0.0
809,185,66.0,59.0,M,66.5,15,1.0,0.0
810,185,66.0,59.0,M,66.0,15,1.0,0.0
811,185,66.0,59.0,M,65.7,15,1.0,0.0
812,185,66.0,59.0,M,65.5,15,1.0,0.0
813,185,66.0,59.0,M,65.0,15,1.0,0.0
814,185,66.0,59.0,F,65.0,15,0.0,1.0
815,185,66.0,59.0,F,64.0,15,0.0,1.0
816,185,66.0,59.0,F,63.0,15,0.0,1.0
817,185,66.0,59.0,F,62.0,15,0.0,1.0
818,185,66.0,59.0,F,61.0,15,0.0,1.0
819,185,66.0,59.0,F,60.0,15,0.0,1.0
820,185,66.0,59.0,F,58.0,15,0.0,1.0
821,185,66.0,59.0,F,57.0,15,0.0,1.0
822,186,65.0,67.0,M,66.5,4,1.0,0.0
823,186,65.0,67.0,M,66.0,4,1.0,0.0
824,186,65.0,67.0,M,66.0,4,1.0,0.0
825,186,65.0,67.0,F,65.0,4,0.0,1.0
826,187,65.0,67.0,F,63.0,1,0.0,1.0
827,188,65.0,66.0,M,63.0,4,1.0,0.0
828,188,65.0,66.0,F,63.0,4,0.0,1.0
829,188,65.0,66.0,F,63.0,4,0.0,1.0
830,188,65.0,66.0,F,60.0,4,0.0,1.0
831,190,65.0,65.0,M,69.0,9,1.0,0.0
832,190,65.0,65.0,M,68.0,9,1.0,0.0
833,190,65.0,65.0,M,68.0,9,1.0,0.0
834,190,65.0,65.0,F,65.0,9,0.0,1.0
835,190,65.0,65.0,F,65.0,9,0.0,1.0
836,190,65.0,65.0,F,62.0,9,0.0,1.0
837,190,65.0,65.0,F,62.0,9,0.0,1.0
838,190,65.0,65.0,F,61.0,9,0.0,1.0
839,190,65.0,65.0,F,59.0,9,0.0,1.0
840,191,65.0,65.5,M,70.7,2,1.0,0.0
841,191,65.0,65.5,F,65.5,2,0.0,1.0
842,192,65.0,65.0,M,69.2,6,1.0,0.0
843,192,65.0,65.0,M,69.0,6,1.0,0.0
844,192,65.0,65.0,M,68.0,6,1.0,0.0
845,192,65.0,65.0,M,67.7,6,1.0,0.0
846,192,65.0,65.0,F,64.5,6,0.0,1.0
847,192,65.0,65.0,F,60.5,6,0.0,1.0
848,193,65.0,64.0,M,67.0,6,1.0,0.0
849,193,65.0,64.0,M,67.0,6,1.0,0.0
850,193,65.0,64.0,F,64.0,6,0.0,1.0
851,193,65.0,64.0,F,64.0,6,0.0,1.0
852,193,65.0,64.0,F,62.5,6,0.0,1.0
853,193,65.0,64.0,F,60.5,6,0.0,1.0
854,194,65.0,63.0,M,70.0,2,1.0,0.0
855,194,65.0,63.0,F,63.0,2,0.0,1.0
856,195,65.0,63.0,M,66.0,3,1.0,0.0
857,195,65.0,63.0,M,66.0,3,1.0,0.0
858,195,65.0,63.0,F,63.0,3,0.0,1.0
859,196,65.5,63.0,M,71.0,4,1.0,0.0
860,196,65.5,63.0,M,71.0,4,1.0,0.0
861,196,65.5,63.0,M,69.0,4,1.0,0.0
862,196,65.5,63.0,F,63.5,4,0.0,1.0
863,197,65.5,60.0,M,68.0,5,1.0,0.0
864,197,65.5,60.0,M,68.0,5,1.0,0.0
865,197,65.5,60.0,M,67.0,5,1.0,0.0
866,197,65.5,60.0,M,67.0,5,1.0,0.0
867,197,65.5,60.0,F,62.0,5,0.0,1.0
868,198,64.0,64.0,M,71.5,7,1.0,0.0
869,198,64.0,64.0,M,68.0,7,1.0,0.0
870,198,64.0,64.0,F,65.5,7,0.0,1.0
871,198,64.0,64.0,F,64.0,7,0.0,1.0
872,198,64.0,64.0,F,62.0,7,0.0,1.0
873,198,64.0,64.0,F,62.0,7,0.0,1.0
874,198,64.0,64.0,F,61.0,7,0.0,1.0
875,199,64.0,64.0,M,70.5,7,1.0,0.0
876,199,64.0,64.0,M,68.0,7,1.0,0.0
877,199,64.0,64.0,F,67.0,7,0.0,1.0
878,199,64.0,64.0,F,65.0,7,0.0,1.0
879,199,64.0,64.0,F,64.0,7,0.0,1.0
880,199,64.0,64.0,F,64.0,7,0.0,1.0
881,199,64.0,64.0,F,60.0,7,0.0,1.0
882,200,64.0,63.0,M,64.5,1,1.0,0.0
883,201,64.0,60.0,M,66.0,2,1.0,0.0
884,201,64.0,60.0,F,60.0,2,0.0,1.0
885,203,62.0,66.0,M,64.0,3,1.0,0.0
886,203,62.0,66.0,F,62.0,3,0.0,1.0
887,203,62.0,66.0,F,61.0,3,0.0,1.0
888,204,62.5,63.0,M,66.5,2,1.0,0.0
889,204,62.5,63.0,F,57.0,2,0.0,1.0
890,136A,68.5,65.0,M,72.0,8,1.0,0.0
891,136A,68.5,65.0,M,70.5,8,1.0,0.0
892,136A,68.5,65.0,M,68.7,8,1.0,0.0
893,136A,68.5,65.0,M,68.5,8,1.0,0.0
894,136A,68.5,65.0,M,67.7,8,1.0,0.0
895,136A,68.5,65.0,F,64.0,8,0.0,1.0
896,136A,68.5,65.0,F,63.5,8,0.0,1.0
897,136A,68.5,65.0,F,63.0,8,0.0,1.0
